Date,Time,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
2022-5-11-12:53 AM,12:53 AM,72ʡF,69ʡF,91ʡ%,CALM,0ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Mostly Cloudy
2022-5-11-1:53 AM,1:53 AM,73ʡF,69ʡF,87ʡ%,ESE,3ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Cloudy
2022-5-11-2:53 AM,2:53 AM,73ʡF,69ʡF,87ʡ%,SE,6ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Cloudy
2022-5-11-3:53 AM,3:53 AM,74ʡF,70ʡF,87ʡ%,SSE,5ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Cloudy
2022-5-11-4:53 AM,4:53 AM,73ʡF,69ʡF,87ʡ%,SE,3ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Cloudy
2022-5-11-5:53 AM,5:53 AM,74ʡF,69ʡF,85ʡ%,SE,7ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Cloudy
2022-5-11-6:53 AM,6:53 AM,73ʡF,69ʡF,87ʡ%,SSE,7ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Mostly Cloudy
2022-5-11-7:53 AM,7:53 AM,73ʡF,69ʡF,87ʡ%,SSE,5ʡmph,0ʡmph,29.54ʡin,0.0ʡin,Fair
2022-5-11-8:53 AM,8:53 AM,75ʡF,70ʡF,84ʡ%,SSE,6ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Partly Cloudy
2022-5-11-9:53 AM,9:53 AM,79ʡF,71ʡF,77ʡ%,SSW,5ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Partly Cloudy
2022-5-11-10:53 AM,10:53 AM,81ʡF,72ʡF,74ʡ%,S,6ʡmph,0ʡmph,29.53ʡin,0.0ʡin,Fair
2022-5-11-11:53 AM,11:53 AM,84ʡF,73ʡF,69ʡ%,SW,7ʡmph,0ʡmph,29.53ʡin,0.0ʡin,Fair
2022-5-11-12:53 PM,12:53 PM,86ʡF,73ʡF,65ʡ%,VAR,3ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Fair
2022-5-11-1:53 PM,1:53 PM,88ʡF,74ʡF,63ʡ%,SE,5ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Partly Cloudy
2022-5-11-2:53 PM,2:53 PM,89ʡF,73ʡF,59ʡ%,ESE,6ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Mostly Cloudy
2022-5-11-3:53 PM,3:53 PM,88ʡF,71ʡF,57ʡ%,SE,9ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Partly Cloudy
2022-5-11-4:53 PM,4:53 PM,89ʡF,71ʡF,55ʡ%,S,5ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Fair
2022-5-11-5:53 PM,5:53 PM,89ʡF,69ʡF,52ʡ%,SE,5ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
2022-5-11-6:53 PM,6:53 PM,88ʡF,71ʡF,57ʡ%,SE,7ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
2022-5-11-7:53 PM,7:53 PM,85ʡF,70ʡF,61ʡ%,SE,5ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
2022-5-11-8:53 PM,8:53 PM,81ʡF,70ʡF,69ʡ%,ESE,3ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
2022-5-11-9:53 PM,9:53 PM,78ʡF,69ʡF,74ʡ%,ESE,6ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Fair
2022-5-11-10:53 PM,10:53 PM,77ʡF,69ʡF,76ʡ%,SE,7ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Fair
2022-5-11-11:53 PM,11:53 PM,74ʡF,68ʡF,82ʡ%,CALM,0ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Fair
2022-5-12-12:53 AM,12:53 AM,72ʡF,67ʡF,84ʡ%,CALM,0ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Fair
2022-5-12-1:53 AM,1:53 AM,70ʡF,67ʡF,90ʡ%,CALM,0ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Fair
2022-5-12-2:53 AM,2:53 AM,70ʡF,66ʡF,87ʡ%,ENE,3ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
2022-5-12-3:53 AM,3:53 AM,69ʡF,66ʡF,90ʡ%,E,3ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Fair
2022-5-12-4:53 AM,4:53 AM,69ʡF,65ʡF,87ʡ%,E,5ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Partly Cloudy
2022-5-12-5:53 AM,5:53 AM,68ʡF,63ʡF,84ʡ%,E,5ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
2022-5-12-6:53 AM,6:53 AM,67ʡF,61ʡF,81ʡ%,E,6ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
2022-5-12-7:53 AM,7:53 AM,69ʡF,60ʡF,73ʡ%,SE,6ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Fair
2022-5-12-8:53 AM,8:53 AM,73ʡF,58ʡF,59ʡ%,SSE,7ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Fair
2022-5-12-9:53 AM,9:53 AM,77ʡF,56ʡF,48ʡ%,SE,10ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Fair
2022-5-12-10:53 AM,10:53 AM,80ʡF,55ʡF,42ʡ%,SE,10ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Fair
2022-5-12-11:53 AM,11:53 AM,82ʡF,55ʡF,39ʡ%,SE,6ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Fair
2022-5-12-12:53 PM,12:53 PM,85ʡF,54ʡF,34ʡ%,SSE,9ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Fair
2022-5-12-1:53 PM,1:53 PM,86ʡF,53ʡF,32ʡ%,SSE,12ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Fair
2022-5-12-2:53 PM,2:53 PM,87ʡF,49ʡF,27ʡ%,ESE,8ʡmph,18ʡmph,29.45ʡin,0.0ʡin,Fair
2022-5-12-3:53 PM,3:53 PM,87ʡF,51ʡF,29ʡ%,SE,8ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Fair
2022-5-12-4:53 PM,4:53 PM,86ʡF,53ʡF,32ʡ%,E,9ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Fair
2022-5-12-5:53 PM,5:53 PM,86ʡF,51ʡF,30ʡ%,SE,8ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Fair
2022-5-12-6:53 PM,6:53 PM,84ʡF,53ʡF,34ʡ%,ESE,7ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
2022-5-12-7:53 PM,7:53 PM,81ʡF,54ʡF,39ʡ%,SSE,5ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Fair
2022-5-12-8:53 PM,8:53 PM,77ʡF,54ʡF,45ʡ%,SE,3ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
2022-5-12-9:53 PM,9:53 PM,68ʡF,60ʡF,76ʡ%,CALM,0ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
2022-5-12-10:53 PM,10:53 PM,65ʡF,59ʡF,81ʡ%,E,3ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
2022-5-12-11:53 PM,11:53 PM,64ʡF,58ʡF,80ʡ%,E,3ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
2022-5-13-12:53 AM,12:53 AM,65ʡF,53ʡF,65ʡ%,ESE,6ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
2022-5-13-1:53 AM,1:53 AM,64ʡF,53ʡF,67ʡ%,ESE,6ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
2022-5-13-2:53 AM,2:53 AM,65ʡF,53ʡF,65ʡ%,E,5ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
2022-5-13-3:53 AM,3:53 AM,60ʡF,53ʡF,78ʡ%,E,3ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
2022-5-13-4:53 AM,4:53 AM,58ʡF,53ʡF,84ʡ%,CALM,0ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Fair
2022-5-13-5:53 AM,5:53 AM,60ʡF,54ʡF,80ʡ%,ENE,3ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Fair
2022-5-13-6:53 AM,6:53 AM,59ʡF,54ʡF,83ʡ%,CALM,0ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
2022-5-13-7:53 AM,7:53 AM,64ʡF,57ʡF,78ʡ%,CALM,0ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
2022-5-13-8:53 AM,8:53 AM,71ʡF,58ʡF,63ʡ%,SSE,7ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
2022-5-13-9:53 AM,9:53 AM,75ʡF,60ʡF,60ʡ%,SSE,8ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
2022-5-13-10:53 AM,10:53 AM,78ʡF,61ʡF,56ʡ%,SE,8ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Fair
2022-5-13-11:53 AM,11:53 AM,82ʡF,61ʡF,49ʡ%,SE,5ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
2022-5-13-12:53 PM,12:53 PM,85ʡF,59ʡF,41ʡ%,S,7ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
2022-5-13-1:53 PM,1:53 PM,86ʡF,59ʡF,40ʡ%,S,3ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Fair
2022-5-13-2:53 PM,2:53 PM,87ʡF,57ʡF,36ʡ%,VAR,3ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Fair
2022-5-13-3:53 PM,3:53 PM,87ʡF,57ʡF,36ʡ%,S,10ʡmph,18ʡmph,29.32ʡin,0.0ʡin,Fair
2022-5-13-4:53 PM,4:53 PM,87ʡF,58ʡF,37ʡ%,SE,9ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fair
2022-5-13-5:53 PM,5:53 PM,87ʡF,57ʡF,36ʡ%,CALM,0ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fair
2022-5-13-6:53 PM,6:53 PM,85ʡF,57ʡF,38ʡ%,SSE,9ʡmph,0ʡmph,29.28ʡin,0.0ʡin,Fair
2022-5-13-7:53 PM,7:53 PM,83ʡF,60ʡF,46ʡ%,SE,6ʡmph,0ʡmph,29.25ʡin,0.0ʡin,Fair
2022-5-13-8:53 PM,8:53 PM,79ʡF,59ʡF,50ʡ%,ESE,8ʡmph,0ʡmph,29.23ʡin,0.0ʡin,Fair
2022-5-13-9:53 PM,9:53 PM,75ʡF,60ʡF,60ʡ%,SE,6ʡmph,0ʡmph,29.26ʡin,0.0ʡin,Fair
2022-5-13-10:53 PM,10:53 PM,69ʡF,62ʡF,78ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
2022-5-13-11:53 PM,11:53 PM,67ʡF,61ʡF,81ʡ%,ENE,3ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Fair
2022-5-14-12:53 AM,12:53 AM,67ʡF,61ʡF,81ʡ%,E,3ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Partly Cloudy
2022-5-14-1:53 AM,1:53 AM,66ʡF,61ʡF,84ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
2022-5-14-2:53 AM,2:53 AM,65ʡF,61ʡF,87ʡ%,CALM,0ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fair
2022-5-14-3:53 AM,3:53 AM,64ʡF,60ʡF,87ʡ%,CALM,0ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fair
2022-5-14-4:53 AM,4:53 AM,65ʡF,59ʡF,81ʡ%,SE,5ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fair
2022-5-14-5:53 AM,5:53 AM,65ʡF,60ʡF,84ʡ%,SE,6ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fair
2022-5-14-6:53 AM,6:53 AM,63ʡF,59ʡF,87ʡ%,SE,5ʡmph,0ʡmph,29.28ʡin,0.0ʡin,Fair
2022-5-14-7:53 AM,7:53 AM,68ʡF,62ʡF,81ʡ%,CALM,0ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fair
2022-5-14-8:53 AM,8:53 AM,72ʡF,62ʡF,71ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
2022-5-14-9:53 AM,9:53 AM,76ʡF,64ʡF,67ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
2022-5-14-10:53 AM,10:53 AM,82ʡF,62ʡF,51ʡ%,VAR,3ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Partly Cloudy
2022-5-14-11:53 AM,11:53 AM,83ʡF,63ʡF,51ʡ%,SSW,7ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
2022-5-14-12:53 PM,12:53 PM,85ʡF,64ʡF,49ʡ%,VAR,6ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fair
2022-5-14-1:53 PM,1:53 PM,85ʡF,65ʡF,51ʡ%,SW,10ʡmph,0ʡmph,29.28ʡin,0.0ʡin,Fair
2022-5-14-2:53 PM,2:53 PM,86ʡF,64ʡF,48ʡ%,W,9ʡmph,0ʡmph,29.26ʡin,0.0ʡin,Fair
2022-5-14-3:53 PM,3:53 PM,87ʡF,62ʡF,43ʡ%,WSW,15ʡmph,0ʡmph,29.24ʡin,0.0ʡin,Fair
2022-5-14-4:53 PM,4:53 PM,88ʡF,63ʡF,43ʡ%,WSW,9ʡmph,0ʡmph,29.23ʡin,0.0ʡin,Partly Cloudy
2022-5-14-5:30 PM,5:30 PM,75ʡF,60ʡF,60ʡ%,NE,21ʡmph,31ʡmph,29.26ʡin,0.0ʡin,Thunder in the Vicinity
2022-5-14-5:38 PM,5:38 PM,72ʡF,60ʡF,66ʡ%,ENE,23ʡmph,37ʡmph,29.27ʡin,0.0ʡin,Light Rain with Thunder
2022-5-14-5:53 PM,5:53 PM,68ʡF,62ʡF,81ʡ%,E,20ʡmph,31ʡmph,29.29ʡin,0.0ʡin,Light Rain with Thunder
2022-5-14-6:05 PM,6:05 PM,66ʡF,62ʡF,87ʡ%,E,18ʡmph,28ʡmph,29.28ʡin,0.2ʡin,Heavy T-Storm
2022-5-14-6:21 PM,6:21 PM,66ʡF,63ʡF,90ʡ%,E,10ʡmph,23ʡmph,29.29ʡin,0.4ʡin,Light Rain with Thunder
2022-5-14-6:34 PM,6:34 PM,66ʡF,63ʡF,90ʡ%,SE,8ʡmph,18ʡmph,29.28ʡin,0.5ʡin,Heavy T-Storm
2022-5-14-6:47 PM,6:47 PM,66ʡF,63ʡF,88ʡ%,SE,12ʡmph,22ʡmph,29.26ʡin,0.6ʡin,Light Rain with Thunder
2022-5-14-6:53 PM,6:53 PM,66ʡF,63ʡF,90ʡ%,SE,14ʡmph,0ʡmph,29.26ʡin,0.7ʡin,Light Rain with Thunder
2022-5-14-7:13 PM,7:13 PM,65ʡF,63ʡF,93ʡ%,SE,10ʡmph,0ʡmph,29.26ʡin,0.0ʡin,Light Rain
2022-5-14-7:34 PM,7:34 PM,65ʡF,62ʡF,90ʡ%,SSE,7ʡmph,0ʡmph,29.27ʡin,0.0ʡin,Thunder in the Vicinity
2022-5-14-7:49 PM,7:49 PM,64ʡF,63ʡF,94ʡ%,S,8ʡmph,0ʡmph,29.28ʡin,0.0ʡin,Fair
2022-5-14-7:53 PM,7:53 PM,65ʡF,62ʡF,90ʡ%,SE,8ʡmph,0ʡmph,29.28ʡin,0.0ʡin,Fair
2022-5-14-8:53 PM,8:53 PM,65ʡF,62ʡF,90ʡ%,ESE,5ʡmph,0ʡmph,29.27ʡin,0.0ʡin,Fair
2022-5-14-9:53 PM,9:53 PM,64ʡF,61ʡF,90ʡ%,ESE,5ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fair
2022-5-14-10:53 PM,10:53 PM,63ʡF,61ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
2022-5-14-11:53 PM,11:53 PM,62ʡF,61ʡF,96ʡ%,WSW,3ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Fair
2022-5-15-12:53 AM,12:53 AM,62ʡF,60ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Fog
2022-5-15-1:04 AM,1:04 AM,62ʡF,61ʡF,96ʡ%,CALM,0ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Fair
2022-5-15-1:15 AM,1:15 AM,60ʡF,59ʡF,96ʡ%,CALM,0ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Fog
2022-5-15-1:33 AM,1:33 AM,61ʡF,61ʡF,100ʡ%,E,5ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Fair
2022-5-15-1:53 AM,1:53 AM,60ʡF,59ʡF,96ʡ%,CALM,0ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Fog
2022-5-15-2:03 AM,2:03 AM,60ʡF,59ʡF,96ʡ%,CALM,0ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Fair
2022-5-15-2:53 AM,2:53 AM,60ʡF,58ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
2022-5-15-3:05 AM,3:05 AM,58ʡF,58ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fog
2022-5-15-3:10 AM,3:10 AM,58ʡF,58ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fog
2022-5-15-3:17 AM,3:17 AM,59ʡF,58ʡF,96ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fog
2022-5-15-3:27 AM,3:27 AM,59ʡF,58ʡF,96ʡ%,CALM,0ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fog
2022-5-15-3:38 AM,3:38 AM,58ʡF,58ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fog
2022-5-15-3:49 AM,3:49 AM,55ʡF,55ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fog
2022-5-15-3:51 AM,3:51 AM,57ʡF,57ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fog
2022-5-15-3:53 AM,3:53 AM,57ʡF,57ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fog
2022-5-15-4:00 AM,4:00 AM,57ʡF,57ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fog
2022-5-15-4:07 AM,4:07 AM,57ʡF,57ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fog
2022-5-15-4:29 AM,4:29 AM,57ʡF,56ʡF,96ʡ%,CALM,0ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fog
2022-5-15-4:53 AM,4:53 AM,56ʡF,56ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fog
2022-5-15-5:13 AM,5:13 AM,56ʡF,55ʡF,97ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fog
2022-5-15-5:26 AM,5:26 AM,56ʡF,56ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fog
2022-5-15-5:34 AM,5:34 AM,56ʡF,55ʡF,97ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fog
2022-5-15-5:51 AM,5:51 AM,55ʡF,55ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fog
2022-5-15-5:53 AM,5:53 AM,55ʡF,55ʡF,100ʡ%,E,3ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fog
2022-5-15-5:58 AM,5:58 AM,55ʡF,54ʡF,96ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fog
2022-5-15-6:07 AM,6:07 AM,56ʡF,55ʡF,97ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fog
2022-5-15-6:15 AM,6:15 AM,56ʡF,55ʡF,97ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fog
2022-5-15-6:53 AM,6:53 AM,55ʡF,55ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fog
2022-5-15-6:58 AM,6:58 AM,55ʡF,55ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fog
2022-5-15-7:05 AM,7:05 AM,55ʡF,55ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fog
2022-5-15-7:12 AM,7:12 AM,56ʡF,55ʡF,97ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fog
2022-5-15-7:28 AM,7:28 AM,57ʡF,56ʡF,96ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fog
2022-5-15-7:30 AM,7:30 AM,57ʡF,56ʡF,96ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
2022-5-15-7:53 AM,7:53 AM,59ʡF,59ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Fair
2022-5-15-8:53 AM,8:53 AM,64ʡF,63ʡF,96ʡ%,S,5ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Fair
2022-5-15-9:53 AM,9:53 AM,70ʡF,64ʡF,81ʡ%,VAR,5ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Fair
2022-5-15-10:53 AM,10:53 AM,74ʡF,65ʡF,73ʡ%,VAR,3ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Fair
2022-5-15-11:53 AM,11:53 AM,77ʡF,65ʡF,66ʡ%,CALM,0ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Fair
2022-5-15-12:53 PM,12:53 PM,80ʡF,64ʡF,58ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
2022-5-15-1:53 PM,1:53 PM,83ʡF,63ʡF,51ʡ%,S,6ʡmph,0ʡmph,29.26ʡin,0.0ʡin,Fair
2022-5-15-2:53 PM,2:53 PM,85ʡF,61ʡF,44ʡ%,SSW,7ʡmph,0ʡmph,29.25ʡin,0.0ʡin,Fair
2022-5-15-3:53 PM,3:53 PM,85ʡF,60ʡF,43ʡ%,SSW,9ʡmph,0ʡmph,29.24ʡin,0.0ʡin,Fair
2022-5-15-4:53 PM,4:53 PM,85ʡF,57ʡF,38ʡ%,S,9ʡmph,0ʡmph,29.20ʡin,0.0ʡin,Fair
2022-5-15-5:53 PM,5:53 PM,76ʡF,54ʡF,46ʡ%,NNW,21ʡmph,32ʡmph,29.21ʡin,0.0ʡin,Thunder in the Vicinity
2022-5-15-6:06 PM,6:06 PM,74ʡF,54ʡF,50ʡ%,NNW,14ʡmph,23ʡmph,29.23ʡin,0.0ʡin,Thunder in the Vicinity
2022-5-15-6:17 PM,6:17 PM,72ʡF,57ʡF,59ʡ%,NW,12ʡmph,0ʡmph,29.23ʡin,0.0ʡin,Light Rain with Thunder
2022-5-15-6:31 PM,6:31 PM,66ʡF,60ʡF,81ʡ%,N,7ʡmph,21ʡmph,29.24ʡin,0.1ʡin,Heavy T-Storm
2022-5-15-6:39 PM,6:39 PM,65ʡF,61ʡF,87ʡ%,NE,7ʡmph,0ʡmph,29.24ʡin,0.1ʡin,T-Storm
2022-5-15-6:53 PM,6:53 PM,65ʡF,61ʡF,87ʡ%,NNE,12ʡmph,0ʡmph,29.23ʡin,0.2ʡin,T-Storm
2022-5-15-7:14 PM,7:14 PM,66ʡF,61ʡF,84ʡ%,NE,5ʡmph,0ʡmph,29.20ʡin,0.0ʡin,Light Rain
2022-5-15-7:53 PM,7:53 PM,67ʡF,63ʡF,87ʡ%,SSE,5ʡmph,0ʡmph,29.21ʡin,0.0ʡin,Light Rain
2022-5-15-8:53 PM,8:53 PM,66ʡF,63ʡF,90ʡ%,SSE,9ʡmph,0ʡmph,29.22ʡin,0.0ʡin,Light Rain
2022-5-15-9:39 PM,9:39 PM,65ʡF,63ʡF,93ʡ%,WNW,15ʡmph,20ʡmph,29.24ʡin,0.1ʡin,T-Storm
2022-5-15-9:50 PM,9:50 PM,63ʡF,61ʡF,94ʡ%,WNW,25ʡmph,33ʡmph,29.26ʡin,0.2ʡin,Heavy Rain / Windy
2022-5-15-9:53 PM,9:53 PM,62ʡF,60ʡF,93ʡ%,WNW,21ʡmph,33ʡmph,29.27ʡin,0.2ʡin,Heavy Rain / Windy
2022-5-15-10:19 PM,10:19 PM,60ʡF,57ʡF,90ʡ%,NNW,17ʡmph,33ʡmph,29.30ʡin,0.3ʡin,Rain
2022-5-15-10:30 PM,10:30 PM,59ʡF,57ʡF,93ʡ%,N,17ʡmph,29ʡmph,29.28ʡin,0.3ʡin,Light Rain
2022-5-15-10:37 PM,10:37 PM,59ʡF,56ʡF,90ʡ%,N,17ʡmph,30ʡmph,29.28ʡin,0.3ʡin,Light Rain
2022-5-15-10:53 PM,10:53 PM,59ʡF,56ʡF,90ʡ%,N,16ʡmph,29ʡmph,29.27ʡin,0.3ʡin,Light Rain
2022-5-15-11:53 PM,11:53 PM,58ʡF,56ʡF,93ʡ%,N,12ʡmph,0ʡmph,29.28ʡin,0.1ʡin,Cloudy
2022-5-16-12:03 AM,12:03 AM,58ʡF,56ʡF,93ʡ%,N,14ʡmph,0ʡmph,29.28ʡin,0.0ʡin,Light Rain
2022-5-16-12:53 AM,12:53 AM,58ʡF,56ʡF,93ʡ%,NNE,7ʡmph,0ʡmph,29.25ʡin,0.0ʡin,Light Rain
2022-5-16-1:53 AM,1:53 AM,58ʡF,56ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.24ʡin,0.0ʡin,Cloudy
2022-5-16-2:35 AM,2:35 AM,57ʡF,56ʡF,96ʡ%,WNW,7ʡmph,0ʡmph,29.25ʡin,0.0ʡin,Mostly Cloudy
2022-5-16-2:53 AM,2:53 AM,57ʡF,55ʡF,93ʡ%,WNW,7ʡmph,0ʡmph,29.26ʡin,0.0ʡin,Mostly Cloudy
2022-5-16-3:31 AM,3:31 AM,56ʡF,54ʡF,93ʡ%,NW,6ʡmph,0ʡmph,29.26ʡin,0.0ʡin,Partly Cloudy
2022-5-16-3:53 AM,3:53 AM,55ʡF,54ʡF,96ʡ%,CALM,0ʡmph,0ʡmph,29.26ʡin,0.0ʡin,Fair
