Date,Time,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
2022-5-14-10:53 AM,10:53 AM,82,62,51,VAR,3,0,29.31,0,Partly Cloudy
2022-5-14-11:53 AM,11:53 AM,83,63,51,SSW,7,0,29.31,0,Fair
2022-5-14-12:53 PM,12:53 PM,85,64,49,VAR,6,0,29.3,0,Fair
2022-5-14-1:53 PM,1:53 PM,85,65,51,SW,10,0,29.28,0,Fair
2022-5-14-2:53 PM,2:53 PM,86,64,48,W,9,0,29.26,0,Fair
2022-5-14-3:53 PM,3:53 PM,87,62,43,WSW,15,0,29.24,0,Fair
2022-5-14-4:53 PM,4:53 PM,88,63,43,WSW,9,0,29.23,0,Partly Cloudy
2022-5-14-5:30 PM,5:30 PM,75,60,60,NE,21,31,29.26,0,Thunder in the Vicinity
2022-5-14-5:38 PM,5:38 PM,72,60,66,ENE,23,37,29.27,0,Light Rain with Thunder
2022-5-14-5:53 PM,5:53 PM,68,62,81,E,20,31,29.29,0,Light Rain with Thunder
2022-5-14-6:05 PM,6:05 PM,66,62,87,E,18,28,29.28,0.2,Heavy T-Storm
2022-5-14-6:21 PM,6:21 PM,66,63,90,E,10,23,29.29,0.4,Light Rain with Thunder
2022-5-14-6:34 PM,6:34 PM,66,63,90,SE,8,18,29.28,0.5,Heavy T-Storm
2022-5-14-6:47 PM,6:47 PM,66,63,88,SE,12,22,29.26,0.6,Light Rain with Thunder
2022-5-14-6:53 PM,6:53 PM,66,63,90,SE,14,0,29.26,0.7,Light Rain with Thunder
2022-5-14-7:13 PM,7:13 PM,65,63,93,SE,10,0,29.26,0,Light Rain
2022-5-14-7:34 PM,7:34 PM,65,62,90,SSE,7,0,29.27,0,Thunder in the Vicinity
2022-5-14-7:49 PM,7:49 PM,64,63,94,S,8,0,29.28,0,Fair
2022-5-14-7:53 PM,7:53 PM,65,62,90,SE,8,0,29.28,0,Fair
2022-5-14-8:53 PM,8:53 PM,65,62,90,ESE,5,0,29.27,0,Fair
2022-5-14-9:53 PM,9:53 PM,64,61,90,ESE,5,0,29.29,0,Fair
2022-5-14-10:53 PM,10:53 PM,63,61,93,CALM,0,0,29.31,0,Fair
2022-5-14-11:53 PM,11:53 PM,62,61,96,WSW,3,0,29.32,0,Fair
2022-5-15-12:53 AM,12:53 AM,62,60,93,CALM,0,0,29.32,0,Fog
2022-5-15-1:04 AM,1:04 AM,62,61,96,CALM,0,0,29.32,0,Fair
2022-5-15-1:15 AM,1:15 AM,60,59,96,CALM,0,0,29.32,0,Fog
2022-5-15-1:33 AM,1:33 AM,61,61,100,E,5,0,29.33,0,Fair
2022-5-15-1:53 AM,1:53 AM,60,59,96,CALM,0,0,29.33,0,Fog
2022-5-15-2:03 AM,2:03 AM,60,59,96,CALM,0,0,29.33,0,Fair
2022-5-15-2:53 AM,2:53 AM,60,58,93,CALM,0,0,29.31,0,Fair
2022-5-15-3:05 AM,3:05 AM,58,58,100,CALM,0,0,29.31,0,Fog
2022-5-15-3:10 AM,3:10 AM,58,58,100,CALM,0,0,29.3,0,Fog
2022-5-15-3:17 AM,3:17 AM,59,58,96,CALM,0,0,29.31,0,Fog
2022-5-15-3:27 AM,3:27 AM,59,58,96,CALM,0,0,29.3,0,Fog
2022-5-15-3:38 AM,3:38 AM,58,58,100,CALM,0,0,29.29,0,Fog
2022-5-15-3:49 AM,3:49 AM,55,55,100,CALM,0,0,29.29,0,Fog
2022-5-15-3:51 AM,3:51 AM,57,57,100,CALM,0,0,29.29,0,Fog
2022-5-15-3:53 AM,3:53 AM,57,57,100,CALM,0,0,29.29,0,Fog
2022-5-15-4:00 AM,4:00 AM,57,57,100,CALM,0,0,29.29,0,Fog
2022-5-15-4:07 AM,4:07 AM,57,57,100,CALM,0,0,29.29,0,Fog
2022-5-15-4:29 AM,4:29 AM,57,56,96,CALM,0,0,29.29,0,Fog
2022-5-15-4:53 AM,4:53 AM,56,56,100,CALM,0,0,29.3,0,Fog
2022-5-15-5:13 AM,5:13 AM,56,55,97,CALM,0,0,29.31,0,Fog
2022-5-15-5:26 AM,5:26 AM,56,56,100,CALM,0,0,29.31,0,Fog
2022-5-15-5:34 AM,5:34 AM,56,55,97,CALM,0,0,29.31,0,Fog
2022-5-15-5:51 AM,5:51 AM,55,55,100,CALM,0,0,29.31,0,Fog
2022-5-15-5:53 AM,5:53 AM,55,55,100,E,3,0,29.31,0,Fog
2022-5-15-5:58 AM,5:58 AM,55,54,96,CALM,0,0,29.31,0,Fog
2022-5-15-6:07 AM,6:07 AM,56,55,97,CALM,0,0,29.31,0,Fog
2022-5-15-6:15 AM,6:15 AM,56,55,97,CALM,0,0,29.31,0,Fog
2022-5-15-6:53 AM,6:53 AM,55,55,100,CALM,0,0,29.31,0,Fog
2022-5-15-6:58 AM,6:58 AM,55,55,100,CALM,0,0,29.3,0,Fog
2022-5-15-7:05 AM,7:05 AM,55,55,100,CALM,0,0,29.31,0,Fog
2022-5-15-7:12 AM,7:12 AM,56,55,97,CALM,0,0,29.31,0,Fog
2022-5-15-7:28 AM,7:28 AM,57,56,96,CALM,0,0,29.31,0,Fog
2022-5-15-7:30 AM,7:30 AM,57,56,96,CALM,0,0,29.31,0,Fair
2022-5-15-7:53 AM,7:53 AM,59,59,100,CALM,0,0,29.32,0,Fair
2022-5-15-8:53 AM,8:53 AM,64,63,96,S,5,0,29.34,0,Fair
2022-5-15-9:53 AM,9:53 AM,70,64,81,VAR,5,0,29.34,0,Fair
2022-5-15-10:53 AM,10:53 AM,74,65,73,VAR,3,0,29.33,0,Fair
2022-5-15-11:53 AM,11:53 AM,77,65,66,CALM,0,0,29.32,0,Fair
2022-5-15-12:53 PM,12:53 PM,80,64,58,CALM,0,0,29.31,0,Fair
2022-5-15-1:53 PM,1:53 PM,83,63,51,S,6,0,29.26,0,Fair
2022-5-15-2:53 PM,2:53 PM,85,61,44,SSW,7,0,29.25,0,Fair
2022-5-15-3:53 PM,3:53 PM,85,60,43,SSW,9,0,29.24,0,Fair
2022-5-15-4:53 PM,4:53 PM,85,57,38,S,9,0,29.2,0,Fair
2022-5-15-5:53 PM,5:53 PM,76,54,46,NNW,21,32,29.21,0,Thunder in the Vicinity
2022-5-15-6:06 PM,6:06 PM,74,54,50,NNW,14,23,29.23,0,Thunder in the Vicinity
2022-5-15-6:17 PM,6:17 PM,72,57,59,NW,12,0,29.23,0,Light Rain with Thunder
2022-5-15-6:31 PM,6:31 PM,66,60,81,N,7,21,29.24,0.1,Heavy T-Storm
2022-5-15-6:39 PM,6:39 PM,65,61,87,NE,7,0,29.24,0.1,T-Storm
2022-5-15-6:53 PM,6:53 PM,65,61,87,NNE,12,0,29.23,0.2,T-Storm
2022-5-15-7:14 PM,7:14 PM,66,61,84,NE,5,0,29.2,0,Light Rain
2022-5-15-7:53 PM,7:53 PM,67,63,87,SSE,5,0,29.21,0,Light Rain
2022-5-15-8:53 PM,8:53 PM,66,63,90,SSE,9,0,29.22,0,Light Rain
2022-5-15-9:39 PM,9:39 PM,65,63,93,WNW,15,20,29.24,0.1,T-Storm
2022-5-15-9:50 PM,9:50 PM,63,61,94,WNW,25,33,29.26,0.2,Heavy Rain / Windy
2022-5-15-9:53 PM,9:53 PM,62,60,93,WNW,21,33,29.27,0.2,Heavy Rain / Windy
2022-5-15-10:19 PM,10:19 PM,60,57,90,NNW,17,33,29.3,0.3,Rain
2022-5-15-10:30 PM,10:30 PM,59,57,93,N,17,29,29.28,0.3,Light Rain
2022-5-15-10:37 PM,10:37 PM,59,56,90,N,17,30,29.28,0.3,Light Rain
2022-5-15-10:53 PM,10:53 PM,59,56,90,N,16,29,29.27,0.3,Light Rain
2022-5-15-11:53 PM,11:53 PM,58,56,93,N,12,0,29.28,0.1,Cloudy
2022-5-16-12:03 AM,12:03 AM,58,56,93,N,14,0,29.28,0,Light Rain
2022-5-16-12:53 AM,12:53 AM,58,56,93,NNE,7,0,29.25,0,Light Rain
2022-5-16-1:53 AM,1:53 AM,58,56,93,CALM,0,0,29.24,0,Cloudy
2022-5-16-2:35 AM,2:35 AM,57,56,96,WNW,7,0,29.25,0,Mostly Cloudy
2022-5-16-2:53 AM,2:53 AM,57,55,93,WNW,7,0,29.26,0,Mostly Cloudy
2022-5-16-3:31 AM,3:31 AM,56,54,93,NW,6,0,29.26,0,Partly Cloudy
2022-5-16-3:53 AM,3:53 AM,55,54,96,CALM,0,0,29.26,0,Fair
2022-5-16-4:53 AM,4:53 AM,54,52,93,WNW,3,0,29.27,0,Fair
2022-5-16-5:53 AM,5:53 AM,54,52,93,CALM,0,0,29.27,0,Fair
2022-5-16-6:53 AM,6:53 AM,53,51,93,CALM,0,0,29.28,0,Fair
2022-5-16-7:53 AM,7:53 AM,56,53,90,WNW,3,0,29.29,0,Fair
2022-5-16-8:53 AM,8:53 AM,59,54,83,W,7,0,29.31,0,Fair
2022-5-16-9:53 AM,9:53 AM,63,55,75,W,7,0,29.31,0,Fair
2022-5-16-10:53 AM,10:53 AM,67,56,68,WSW,9,0,29.32,0,Fair
2022-5-16-11:53 AM,11:53 AM,71,55,57,WNW,8,0,29.32,0,Fair
2022-5-16-12:53 PM,12:53 PM,75,55,50,,0,0,29.32,0,Fair
2022-5-16-1:53 PM,1:53 PM,77,50,39,NW,12,21,29.29,0,Fair
2022-5-16-2:53 PM,2:53 PM,75,46,36,NW,13,24,29.29,0,Partly Cloudy
2022-5-16-3:53 PM,3:53 PM,78,47,33,NW,14,21,29.28,0,Fair
2022-5-16-4:53 PM,4:53 PM,77,45,32,NNW,13,24,29.27,0,Fair
2022-5-16-5:53 PM,5:53 PM,78,43,29,WNW,12,21,29.26,0,Fair
2022-5-16-6:53 PM,6:53 PM,77,43,30,WNW,12,17,29.26,0,Fair
2022-5-16-7:53 PM,7:53 PM,76,44,32,NW,8,0,29.26,0,Fair
2022-5-16-8:53 PM,8:53 PM,70,47,44,WNW,3,0,29.27,0,Fair
2022-5-16-9:53 PM,9:53 PM,66,48,52,SW,3,0,29.29,0,Fair
2022-5-16-10:53 PM,10:53 PM,65,48,54,SW,3,0,29.3,0,Fair
2022-5-16-11:53 PM,11:53 PM,63,49,60,WSW,5,0,29.3,0,Fair
2022-5-18-12:53 AM,12:53 AM,63,55,75,CALM,0,0,29.33,0,Fair
2022-5-18-1:53 AM,1:53 AM,64,54,70,ESE,3,0,29.32,0,Fair
2022-5-18-2:53 AM,2:53 AM,64,56,75,SE,7,0,29.29,0,Mostly Cloudy
2022-5-18-3:53 AM,3:53 AM,64,57,78,CALM,0,0,29.28,0,Mostly Cloudy
2022-5-18-4:53 AM,4:53 AM,63,59,87,NNE,5,0,29.31,0,Light Rain
2022-5-18-5:53 AM,5:53 AM,62,58,86,ENE,5,0,29.29,0,Fair
2022-5-18-6:53 AM,6:53 AM,62,57,84,ESE,3,0,29.28,0,Mostly Cloudy
2022-5-18-7:53 AM,7:53 AM,63,57,81,SE,3,0,29.28,0,Fair
2022-5-18-8:53 AM,8:53 AM,65,57,75,SSE,9,0,29.27,0,Mostly Cloudy
2022-5-18-9:53 AM,9:53 AM,68,59,73,SSE,9,0,29.29,0,Mostly Cloudy
2022-5-18-10:53 AM,10:53 AM,64,60,87,S,9,0,29.27,0,Light Rain
2022-5-18-11:53 AM,11:53 AM,64,60,87,SSE,8,0,29.22,0.1,Light Rain
2022-5-18-12:53 PM,12:53 PM,65,61,87,SSE,6,0,29.2,0,Light Rain
2022-5-18-1:38 PM,1:38 PM,65,62,90,S,3,0,29.2,0.1,Heavy Rain
2022-5-18-1:50 PM,1:50 PM,64,63,94,SSE,6,0,29.18,0.1,Light Rain
2022-5-18-1:53 PM,1:53 PM,65,62,90,SSE,5,0,29.18,0.1,Light Rain
2022-5-18-2:12 PM,2:12 PM,64,62,93,S,6,0,29.19,0,Light Rain
2022-5-18-2:19 PM,2:19 PM,64,62,93,SSE,8,0,29.18,0.1,Heavy Rain
2022-5-18-2:28 PM,2:28 PM,64,62,93,SSE,6,0,29.17,0.1,Light Rain
2022-5-18-2:44 PM,2:44 PM,64,62,93,SE,5,0,29.16,0.1,Light Rain
2022-5-18-2:53 PM,2:53 PM,64,62,93,SE,5,0,29.16,0.1,Light Rain
2022-5-18-3:15 PM,3:15 PM,64,62,93,SE,5,0,29.16,0,Cloudy
2022-5-18-3:53 PM,3:53 PM,65,62,90,CALM,0,0,29.15,0,Light Rain
2022-5-18-4:17 PM,4:17 PM,64,63,96,NNE,3,0,29.15,0,Light Rain
2022-5-18-4:33 PM,4:33 PM,64,63,96,CALM,0,0,29.15,0,Light Rain
2022-5-18-4:46 PM,4:46 PM,65,63,93,N,3,0,29.15,0,Cloudy
2022-5-18-4:53 PM,4:53 PM,65,63,93,N,3,0,29.15,0,Cloudy
2022-5-18-5:26 PM,5:26 PM,66,63,90,W,5,0,29.15,0,Cloudy
2022-5-18-5:53 PM,5:53 PM,67,63,87,W,6,0,29.15,0,Cloudy
2022-5-18-6:10 PM,6:10 PM,68,64,87,WNW,5,0,29.15,0,Cloudy
2022-5-18-6:43 PM,6:43 PM,68,64,87,WNW,7,0,29.16,0,Cloudy
2022-5-18-6:53 PM,6:53 PM,68,63,84,WNW,5,0,29.16,0,Mostly Cloudy
2022-5-18-7:53 PM,7:53 PM,68,63,84,W,6,0,29.16,0,Cloudy
2022-5-18-8:12 PM,8:12 PM,68,63,84,W,5,0,29.16,0,Cloudy
2022-5-18-8:53 PM,8:53 PM,66,63,90,SW,5,0,29.16,0,Fair
2022-5-18-9:53 PM,9:53 PM,64,62,93,S,3,0,29.15,0,Fair
2022-5-18-10:53 PM,10:53 PM,62,61,96,CALM,0,0,29.18,0,Fair
2022-5-18-11:53 PM,11:53 PM,62,61,96,SSW,5,0,29.18,0,Fair
